month,line,division,day_type,period,num_timepoints_passing_wait _assessment,num_sched_timepoints,wait assessment
2018-11,S Rock,B DIVISION,2,peak,305,317,0.96214511
2018-11,W,B DIVISION,1,offpeak,3813,5116,0.745308835
2018-11,W,B DIVISION,1,peak,3990,5806,0.687220117
2018-11,Systemwide,Systemwide,1,Systemwide,498879,696726,0.716033276
2018-11,Systemwide,Systemwide,2,Systemwide,115482,146643,0.787504347
2018-12,1,A DIVISION,1,offpeak,19941,25242,0.789992869
2018-12,1,A DIVISION,1,peak,11622,16180,0.71829419
2018-12,1,A DIVISION,2,offpeak,7100,8049,0.882097155
2018-12,1,A DIVISION,2,peak,3445,3951,0.871931157
2018-12,2,A DIVISION,1,offpeak,18734,27132,0.69047619
2018-12,2,A DIVISION,1,peak,11849,17480,0.677860412
2018-12,2,A DIVISION,2,offpeak,7659,10537,0.72686723
2018-12,2,A DIVISION,2,peak,4001,5492,0.728514202
2018-12,3,A DIVISION,1,offpeak,15460,21531,0.718034462
2018-12,3,A DIVISION,1,peak,9964,14260,0.698737728
2018-12,3,A DIVISION,2,offpeak,5726,6868,0.833721607
2018-12,3,A DIVISION,2,peak,2910,3402,0.855379189
2018-12,4,A DIVISION,1,offpeak,21689,30183,0.718583308
2018-12,4,A DIVISION,1,peak,13596,21780,0.624242424
2018-12,4,A DIVISION,2,offpeak,7605,10500,0.724285714
2018-12,4,A DIVISION,2,peak,3956,5584,0.708452722
2018-12,5,A DIVISION,1,offpeak,15822,22729,0.696115095
2018-12,5,A DIVISION,1,peak,11766,18745,0.627687383
2018-12,5,A DIVISION,2,offpeak,3411,3880,0.879123711
2018-12,5,A DIVISION,2,peak,1727,2049,0.842850171
2018-12,6,A DIVISION,1,offpeak,21587,28666,0.753052397
2018-12,6,A DIVISION,1,peak,13068,19010,0.68742767
2018-12,6,A DIVISION,2,offpeak,6463,7653,0.844505423
2018-12,6,A DIVISION,2,peak,3211,3990,0.804761905
2018-12,7,A DIVISION,1,offpeak,14485,18991,0.762729714
2018-12,7,A DIVISION,1,peak,10269,14862,0.690956803
2018-12,7,A DIVISION,2,offpeak,4801,5909,0.812489423
2018-12,7,A DIVISION,2,peak,2804,3711,0.755591485
2018-12,S 42nd,A DIVISION,1,offpeak,6149,6258,0.982582295
2018-12,S 42nd,A DIVISION,1,peak,5400,5820,0.927835052
2018-12,S 42nd,A DIVISION,2,offpeak,1987,2123,0.935939708
2018-12,S 42nd,A DIVISION,2,peak,1180,1217,0.969597371
2018-12,A,B DIVISION,1,offpeak,13825,19424,0.711748353
2018-12,A,B DIVISION,1,peak,9325,14178,0.657709127
2018-12,A,B DIVISION,2,offpeak,5673,7729,0.733988873
2018-12,A,B DIVISION,2,peak,3068,4061,0.755478946
2018-12,B,B DIVISION,1,offpeak,6689,8714,0.767615332
2018-12,B,B DIVISION,1,peak,5427,7701,0.704713674
2018-12,C,B DIVISION,1,offpeak,8694,11561,0.752011072
2018-12,C,B DIVISION,1,peak,5078,7182,0.707045391
2018-12,C,B DIVISION,2,offpeak,3434,4341,0.791061967
2018-12,C,B DIVISION,2,peak,1884,2387,0.789275241
2018-12,D,B DIVISION,1,offpeak,10317,13782,0.748585111
2018-12,D,B DIVISION,1,peak,6410,8898,0.720386604
2018-12,D,B DIVISION,2,offpeak,4391,5833,0.752785873
2018-12,D,B DIVISION,2,peak,2311,2994,0.771877088
2018-12,E,B DIVISION,1,offpeak,10881,15501,0.701954713
2018-12,E,B DIVISION,1,peak,7060,10962,0.644043058
2018-12,E,B DIVISION,2,offpeak,3269,3814,0.857105401
2018-12,E,B DIVISION,2,peak,1627,1915,0.849608355
2018-12,F,B DIVISION,1,offpeak,19436,28073,0.692337834
2018-12,F,B DIVISION,1,peak,12489,19250,0.648779221
2018-12,F,B DIVISION,2,offpeak,4674,5882,0.794627678
2018-12,F,B DIVISION,2,peak,2395,2943,0.813795447
2018-12,G,B DIVISION,1,offpeak,9234,11408,0.809431978
2018-12,G,B DIVISION,1,peak,5642,7167,0.787219199
2018-12,G,B DIVISION,2,offpeak,3170,3700,0.856756757
2018-12,G,B DIVISION,2,peak,1633,1917,0.851851852
2018-12,JZ,B DIVISION,1,offpeak,8419,10724,0.785061544
2018-12,JZ,B DIVISION,1,peak,5509,7779,0.708188713
2018-12,JZ,B DIVISION,2,offpeak,3537,3971,0.89070763
2018-12,JZ,B DIVISION,2,peak,1864,2130,0.875117371
2018-12,L,B DIVISION,1,offpeak,16251,21108,0.769897669
2018-12,L,B DIVISION,1,peak,10995,14489,0.758851543
2018-12,L,B DIVISION,2,offpeak,8916,11240,0.793238434
2018-12,L,B DIVISION,2,peak,4628,5750,0.804869565
2018-12,M,B DIVISION,1,offpeak,9942,12827,0.775083808
2018-12,M,B DIVISION,1,peak,6550,9473,0.691438826
2018-12,N,B DIVISION,1,offpeak,11953,16323,0.732279605
2018-12,N,B DIVISION,1,peak,6957,10524,0.661060433
2018-12,N,B DIVISION,2,offpeak,5396,6898,0.782255726
2018-12,N,B DIVISION,2,peak,2720,3418,0.79578701
2018-12,Q,B DIVISION,1,offpeak,9318,12401,0.751391017
2018-12,Q,B DIVISION,1,peak,5144,7441,0.691304932
2018-12,Q,B DIVISION,2,offpeak,4705,5815,0.809114359
2018-12,Q,B DIVISION,2,peak,2441,2976,0.820228495
2018-12,R,B DIVISION,1,offpeak,14554,19266,0.755424063
2018-12,R,B DIVISION,1,peak,9058,13363,0.677841802
2018-12,R,B DIVISION,2,offpeak,5628,7181,0.783734856
2018-12,R,B DIVISION,2,peak,3060,3766,0.812533192
2018-12,S Fkln,B DIVISION,1,offpeak,1548,1602,0.966292135
2018-12,S Fkln,B DIVISION,1,peak,904,924,0.978354978
2018-12,S Fkln,B DIVISION,2,offpeak,792,805,0.983850932
2018-12,S Fkln,B DIVISION,2,peak,380,396,0.95959596
2018-12,S Rock,B DIVISION,1,offpeak,1633,1712,0.95385514
2018-12,S Rock,B DIVISION,1,peak,831,872,0.952981651
2018-12,S Rock,B DIVISION,2,offpeak,717,756,0.948412698
2018-12,S Rock,B DIVISION,2,peak,397,405,0.980246914
2018-12,W,B DIVISION,1,offpeak,6023,8001,0.752780902
2018-12,W,B DIVISION,1,peak,3989,5764,0.692054129
2018-12,Systemwide,Systemwide,1,Systemwide,481486,667263,0.721583544
2018-12,Systemwide,Systemwide,2,Systemwide,150696,187938,0.801838904
2019-01,1,A DIVISION,1,offpeak,22741,27554,0.825324817
2019-01,1,A DIVISION,1,peak,13700,17798,0.76974941
2019-01,1,A DIVISION,2,offpeak,6324,7220,0.875900277
2019-01,1,A DIVISION,2,peak,3130,3560,0.879213483
2019-01,2,A DIVISION,1,offpeak,22137,30280,0.731076618
2019-01,2,A DIVISION,1,peak,13719,19228,0.713490743
2019-01,2,A DIVISION,2,offpeak,5069,6824,0.742819461
2019-01,2,A DIVISION,2,peak,2691,3462,0.77729636
2019-01,3,A DIVISION,1,offpeak,17495,22962,0.761910983
2019-01,3,A DIVISION,1,peak,11577,15686,0.738046666
2019-01,3,A DIVISION,2,offpeak,3889,4604,0.844700261
2019-01,3,A DIVISION,2,peak,1975,2290,0.862445415
2019-01,4,A DIVISION,1,offpeak,24407,33185,0.735482899
2019-01,4,A DIVISION,1,peak,15431,23952,0.644246827
2019-01,4,A DIVISION,2,offpeak,6307,8096,0.77902668
2019-01,4,A DIVISION,2,peak,3383,4356,0.776629936
2019-01,5,A DIVISION,1,offpeak,18513,24969,0.741439385
2019-01,5,A DIVISION,1,peak,13659,20688,0.660237819
2019-01,5,A DIVISION,2,offpeak,2706,3143,0.860960865
2019-01,5,A DIVISION,2,peak,1419,1657,0.856366928
2019-01,6,A DIVISION,1,offpeak,23522,31484,0.747109643
2019-01,6,A DIVISION,1,peak,14270,20908,0.68251387
2019-01,6,A DIVISION,2,offpeak,5424,6336,0.856060606
2019-01,6,A DIVISION,2,peak,2893,3304,0.875605327
2019-01,7,A DIVISION,1,offpeak,15853,20427,0.776080678
2019-01,7,A DIVISION,1,peak,11553,16517,0.699461161
2019-01,7,A DIVISION,2,offpeak,2053,2232,0.919802867
2019-01,7,A DIVISION,2,peak,1084,1170,0.926495726
2019-01,S 42nd,A DIVISION,1,offpeak,6789,6884,0.986199884
2019-01,S 42nd,A DIVISION,1,peak,5787,6402,0.90393627
2019-01,S 42nd,A DIVISION,2,offpeak,1664,1704,0.976525822
2019-01,S 42nd,A DIVISION,2,peak,961,992,0.96875
2019-01,A,B DIVISION,1,offpeak,15435,21421,0.720554596
2019-01,A,B DIVISION,1,peak,10387,15747,0.659617705
2019-01,A,B DIVISION,2,offpeak,4652,6173,0.753604406
2019-01,A,B DIVISION,2,peak,2394,3192,0.75
2019-01,B,B DIVISION,1,offpeak,7663,9704,0.789674361
2019-01,B,B DIVISION,1,peak,6303,8663,0.727577052
2019-01,C,B DIVISION,1,offpeak,9367,12784,0.732712766
2019-01,C,B DIVISION,1,peak,5693,8110,0.701972873
2019-01,C,B DIVISION,2,offpeak,2822,3548,0.795377678
2019-01,C,B DIVISION,2,peak,1616,1979,0.816574027
2019-01,D,B DIVISION,1,offpeak,11859,15393,0.770415124
2019-01,D,B DIVISION,1,peak,7201,9941,0.724373805
2019-01,D,B DIVISION,2,offpeak,3725,4651,0.800903032
2019-01,D,B DIVISION,2,peak,1847,2327,0.793725827
2019-01,E,B DIVISION,1,offpeak,13399,18627,0.719332152
2019-01,E,B DIVISION,1,peak,8869,13132,0.675373134
2019-01,E,B DIVISION,2,offpeak,3115,3761,0.828237171
2019-01,E,B DIVISION,2,peak,1571,1905,0.824671916
2019-01,F,B DIVISION,1,offpeak,22180,31175,0.711467522
2019-01,F,B DIVISION,1,peak,14359,21269,0.675114016
2019-01,F,B DIVISION,2,offpeak,4569,5847,0.781426372
2019-01,F,B DIVISION,2,peak,2370,2929,0.809149881
2019-01,G,B DIVISION,1,offpeak,10751,13115,0.81974838
2019-01,G,B DIVISION,1,peak,6087,7897,0.770799038
2019-01,G,B DIVISION,2,offpeak,3064,3425,0.89459854
2019-01,G,B DIVISION,2,peak,1552,1773,0.87535251
2019-01,JZ,B DIVISION,1,offpeak,9160,11454,0.799720622
2019-01,JZ,B DIVISION,1,peak,6175,8467,0.729301996
2019-01,JZ,B DIVISION,2,offpeak,2143,2330,0.919742489
2019-01,JZ,B DIVISION,2,peak,1092,1243,0.87851971
2019-01,L,B DIVISION,1,offpeak,18754,23942,0.783309665
2019-01,L,B DIVISION,1,peak,11732,15921,0.736888386
2019-01,L,B DIVISION,2,offpeak,6705,8985,0.74624374
2019-01,L,B DIVISION,2,peak,3832,4598,0.833405829
2019-01,M,B DIVISION,1,offpeak,11657,14897,0.782506545
2019-01,M,B DIVISION,1,peak,8202,11464,0.715457083
2019-01,N,B DIVISION,1,offpeak,13674,17924,0.762887748
2019-01,N,B DIVISION,1,peak,8242,11581,0.711682929
2019-01,N,B DIVISION,2,offpeak,4500,5790,0.777202073
2019-01,N,B DIVISION,2,peak,2308,2847,0.810677907
2019-01,Q,B DIVISION,1,offpeak,11046,14141,0.781132876
2019-01,Q,B DIVISION,1,peak,6584,8543,0.770689453
2019-01,Q,B DIVISION,2,offpeak,4129,4756,0.868166526
2019-01,Q,B DIVISION,2,peak,2115,2435,0.868583162
2019-01,R,B DIVISION,1,offpeak,16088,21190,0.75922605
2019-01,R,B DIVISION,1,peak,10340,14662,0.70522439
2019-01,R,B DIVISION,2,offpeak,4827,6061,0.796403234
2019-01,R,B DIVISION,2,peak,2589,3197,0.809821708
2019-01,S Fkln,B DIVISION,1,offpeak,1980,2025,0.977777778
2019-01,S Fkln,B DIVISION,1,peak,1119,1133,0.987643425
2019-01,S Fkln,B DIVISION,2,offpeak,865,877,0.98631699
2019-01,S Fkln,B DIVISION,2,peak,434,437,0.993135011
2019-01,S Rock,B DIVISION,1,offpeak,1805,1895,0.952506596
2019-01,S Rock,B DIVISION,1,peak,916,964,0.950207469
2019-01,S Rock,B DIVISION,2,offpeak,319,335,0.952238806
2019-01,S Rock,B DIVISION,2,peak,146,164,0.890243902
2019-01,W,B DIVISION,1,offpeak,6960,9032,0.770593446
2019-01,W,B DIVISION,1,peak,4612,6352,0.726070529
2019-01,Systemwide,Systemwide,1,Systemwide,549752,741489,0.741416258
2019-01,Systemwide,Systemwide,2,Systemwide,120273,146515,0.820892059
2019-02,1,A DIVISION,1,offpeak,19304,23869,0.808747748
2019-02,1,A DIVISION,1,peak,11556,15371,0.751805348
2019-02,1,A DIVISION,2,offpeak,5964,6722,0.887235942
2019-02,1,A DIVISION,2,peak,2862,3251,0.880344509
2019-02,2,A DIVISION,1,offpeak,18907,26126,0.723685218
2019-02,2,A DIVISION,1,peak,11789,16606,0.709924124
2019-02,2,A DIVISION,2,offpeak,6691,8898,0.751966734
2019-02,2,A DIVISION,2,peak,3354,4621,0.725816923
2019-02,3,A DIVISION,1,offpeak,15996,21039,0.760302296
2019-02,3,A DIVISION,1,peak,10094,13547,0.745109618
2019-02,3,A DIVISION,2,offpeak,5160,6122,0.84286181
2019-02,3,A DIVISION,2,peak,2472,3050,0.810491803
2019-02,4,A DIVISION,1,offpeak,21090,28742,0.733769397
2019-02,4,A DIVISION,1,peak,13766,20698,0.665088414
2019-02,4,A DIVISION,2,offpeak,6797,8978,0.757072845
2019-02,4,A DIVISION,2,peak,3650,4808,0.759151414
2019-02,5,A DIVISION,1,offpeak,15218,21470,0.708802981
2019-02,5,A DIVISION,1,peak,11972,17819,0.671867108
2019-02,5,A DIVISION,2,offpeak,2580,2933,0.879645414
2019-02,5,A DIVISION,2,peak,1358,1563,0.868841971
2019-02,6,A DIVISION,1,offpeak,20376,26621,0.765410766
2019-02,6,A DIVISION,1,peak,12315,18029,0.683066171
2019-02,6,A DIVISION,2,offpeak,4863,6334,0.767761288
2019-02,6,A DIVISION,2,peak,2553,3305,0.772465961
2019-02,7,A DIVISION,1,offpeak,13694,17931,0.763705315
2019-02,7,A DIVISION,1,peak,10123,14225,0.711634446
2019-02,7,A DIVISION,2,offpeak,3521,4052,0.868953603
2019-02,7,A DIVISION,2,peak,1825,2103,0.867807893
2019-02,S 42nd,A DIVISION,1,offpeak,5847,5945,0.983515559
2019-02,S 42nd,A DIVISION,1,peak,5125,5529,0.926930729
2019-02,S 42nd,A DIVISION,2,offpeak,1670,1703,0.980622431
2019-02,S 42nd,A DIVISION,2,peak,974,992,0.981854839
2019-02,A,B DIVISION,1,offpeak,13465,18931,0.711267234
2019-02,A,B DIVISION,1,peak,9072,13702,0.662093125
2019-02,A,B DIVISION,2,offpeak,4968,6562,0.757086254
2019-02,A,B DIVISION,2,peak,2580,3409,0.756820182
2019-02,B,B DIVISION,1,offpeak,6384,8208,0.777777778
2019-02,B,B DIVISION,1,peak,5184,7435,0.697242771
2019-02,C,B DIVISION,1,offpeak,8440,11129,0.75837901
2019-02,C,B DIVISION,1,peak,5026,7011,0.716873485
2019-02,C,B DIVISION,2,offpeak,2936,3687,0.796311364
2019-02,C,B DIVISION,2,peak,1648,2066,0.79767667
2019-02,D,B DIVISION,1,offpeak,9581,13216,0.7249546
2019-02,D,B DIVISION,1,peak,6028,8583,0.702318537
2019-02,D,B DIVISION,2,offpeak,2473,2957,0.836320595
2019-02,D,B DIVISION,2,peak,1286,1499,0.85790527
2019-02,E,B DIVISION,1,offpeak,11374,16046,0.708837093
2019-02,E,B DIVISION,1,peak,7732,11317,0.683219935
2019-02,E,B DIVISION,2,offpeak,2889,3532,0.81795017
2019-02,E,B DIVISION,2,peak,1508,1751,0.861222159
2019-02,F,B DIVISION,1,offpeak,19070,26761,0.712604163
2019-02,F,B DIVISION,1,peak,12673,18375,0.689687075
2019-02,F,B DIVISION,2,offpeak,4579,5941,0.770745666
2019-02,F,B DIVISION,2,peak,2366,2984,0.792895442
2019-02,G,B DIVISION,1,offpeak,9420,11398,0.826460783
2019-02,G,B DIVISION,1,peak,5259,6840,0.768859649
2019-02,G,B DIVISION,2,offpeak,3494,4067,0.859109909
2019-02,G,B DIVISION,2,peak,1838,2099,0.875655074
2019-02,JZ,B DIVISION,1,offpeak,8299,10343,0.80237842
2019-02,JZ,B DIVISION,1,peak,5581,7441,0.750033598
2019-02,JZ,B DIVISION,2,offpeak,2977,3500,0.850571429
2019-02,JZ,B DIVISION,2,peak,1568,1879,0.834486429
2019-02,L,B DIVISION,1,offpeak,14973,20276,0.738459262
2019-02,L,B DIVISION,1,peak,9705,13678,0.709533558
2019-02,L,B DIVISION,2,offpeak,646,664,0.972891566
2019-02,L,B DIVISION,2,peak,320,342,0.935672515
2019-02,M,B DIVISION,1,offpeak,10492,13474,0.778684875
2019-02,M,B DIVISION,1,peak,7056,9832,0.717656631
2019-02,M,B DIVISION,2,offpeak,2990,3975,0.752201258
2019-02,M,B DIVISION,2,peak,1519,2040,0.744607843
2019-02,N,B DIVISION,1,offpeak,11531,15230,0.757124097
2019-02,N,B DIVISION,1,peak,6814,10042,0.67855009
2019-02,N,B DIVISION,2,offpeak,4390,5306,0.827365247
2019-02,N,B DIVISION,2,peak,2166,2604,0.831797235
2019-02,Q,B DIVISION,1,offpeak,9254,11936,0.775301609
2019-02,Q,B DIVISION,1,peak,5325,7228,0.736718318
2019-02,Q,B DIVISION,2,offpeak,3636,4385,0.829190422
2019-02,Q,B DIVISION,2,peak,1894,2246,0.843276937
2019-02,R,B DIVISION,1,offpeak,13990,18233,0.767290078
2019-02,R,B DIVISION,1,peak,9089,12689,0.7162897
2019-02,R,B DIVISION,2,offpeak,4890,6179,0.791390193
2019-02,R,B DIVISION,2,peak,2646,3285,0.805479452
2019-02,S Fkln,B DIVISION,1,offpeak,1778,1809,0.98286346
2019-02,S Fkln,B DIVISION,1,peak,1055,1059,0.996222852
2019-02,S Fkln,B DIVISION,2,offpeak,743,752,0.988031915
2019-02,S Fkln,B DIVISION,2,peak,413,416,0.992788462
2019-02,S Rock,B DIVISION,1,offpeak,1565,1636,0.956601467
2019-02,S Rock,B DIVISION,1,peak,787,832,0.945913462
2019-02,S Rock,B DIVISION,2,offpeak,586,610,0.960655738
2019-02,S Rock,B DIVISION,2,peak,325,330,0.984848485
2019-02,W,B DIVISION,1,offpeak,3891,5021,0.77494523
2019-02,W,B DIVISION,1,peak,3639,5302,0.686344776
2019-02,Systemwide,Systemwide,1,Systemwide,470704,638580,0.737110464
2019-02,Systemwide,Systemwide,2,Systemwide,120568,148502,0.811894789
2019-03,1,A DIVISION,1,offpeak,21933,26165,0.838257214
2019-03,1,A DIVISION,1,peak,12865,16692,0.770728493
2019-03,1,A DIVISION,2,offpeak,7336,8320,0.881730769
2019-03,1,A DIVISION,2,peak,3569,3976,0.897635815
2019-03,2,A DIVISION,1,offpeak,20700,28740,0.720250522
2019-03,2,A DIVISION,1,peak,12639,17955,0.703926483
2019-03,2,A DIVISION,2,offpeak,7599,9769,0.777868769
2019-03,2,A DIVISION,2,peak,3941,4906,0.803302079
2019-03,3,A DIVISION,1,offpeak,17422,22944,0.759327057
2019-03,3,A DIVISION,1,peak,10647,14669,0.725816347
2019-03,3,A DIVISION,2,offpeak,6390,7619,0.838692742
2019-03,3,A DIVISION,2,peak,3227,3789,0.851675904
2019-03,4,A DIVISION,1,offpeak,23459,31312,0.749201584
2019-03,4,A DIVISION,1,peak,14868,22423,0.66306917
2019-03,4,A DIVISION,2,offpeak,9223,11774,0.783336164
2019-03,4,A DIVISION,2,peak,4847,6316,0.767416086
2019-03,5,A DIVISION,1,offpeak,17560,24165,0.726670805
2019-03,5,A DIVISION,1,peak,13017,19298,0.674525858
2019-03,5,A DIVISION,2,offpeak,3952,4608,0.857638889
2019-03,5,A DIVISION,2,peak,2121,2436,0.870689655
2019-03,6,A DIVISION,1,offpeak,23229,29563,0.785745696
2019-03,6,A DIVISION,1,peak,13603,19729,0.689492625
2019-03,6,A DIVISION,2,offpeak,6584,7908,0.832574608
2019-03,6,A DIVISION,2,peak,3413,4115,0.829404617
2019-03,7,A DIVISION,1,offpeak,15673,20089,0.780178207
2019-03,7,A DIVISION,1,peak,11279,15678,0.719415742
2019-03,7,A DIVISION,2,offpeak,4353,5232,0.831995413
2019-03,7,A DIVISION,2,peak,2413,2915,0.827787307
2019-03,S 42nd,A DIVISION,1,offpeak,6422,6513,0.986027944
2019-03,S 42nd,A DIVISION,1,peak,5513,6075,0.907489712
2019-03,S 42nd,A DIVISION,2,offpeak,2099,2130,0.985446009
2019-03,S 42nd,A DIVISION,2,peak,1217,1240,0.981451613
2019-03,A,B DIVISION,1,offpeak,14586,20280,0.719230769
2019-03,A,B DIVISION,1,peak,10073,15050,0.669302326
2019-03,A,B DIVISION,2,offpeak,6242,7986,0.781617831
2019-03,A,B DIVISION,2,peak,3219,4169,0.772127609
2019-03,B,B DIVISION,1,offpeak,6804,8749,0.777688879
2019-03,B,B DIVISION,1,peak,6074,8281,0.733486294
2019-03,C,B DIVISION,1,offpeak,8936,11599,0.770411242
2019-03,C,B DIVISION,1,peak,5458,7617,0.716555074
2019-03,C,B DIVISION,2,offpeak,4033,4881,0.82626511
2019-03,C,B DIVISION,2,peak,2142,2666,0.803450863
2019-03,D,B DIVISION,1,offpeak,11039,14665,0.75274463
2019-03,D,B DIVISION,1,peak,6957,9503,0.732084605
2019-03,D,B DIVISION,2,offpeak,4614,5732,0.804954641
2019-03,D,B DIVISION,2,peak,2370,2902,0.816678153
2019-03,E,B DIVISION,1,offpeak,12211,17183,0.710644241
2019-03,E,B DIVISION,1,peak,8592,12588,0.682554814
2019-03,E,B DIVISION,2,offpeak,3248,3982,0.815670517
2019-03,E,B DIVISION,2,peak,1689,2017,0.837382251
2019-03,F,B DIVISION,1,offpeak,21071,29611,0.711593665
2019-03,F,B DIVISION,1,peak,14163,20425,0.693414933
2019-03,F,B DIVISION,2,offpeak,5029,6052,0.83096497
2019-03,F,B DIVISION,2,peak,2517,3001,0.838720427
2019-03,G,B DIVISION,1,offpeak,10196,12268,0.831105315
2019-03,G,B DIVISION,1,peak,5798,7566,0.766323024
2019-03,G,B DIVISION,2,offpeak,3828,4323,0.885496183
2019-03,G,B DIVISION,2,peak,1908,2251,0.847623279
2019-03,JZ,B DIVISION,1,offpeak,9658,11420,0.845709282
2019-03,JZ,B DIVISION,1,peak,6360,8263,0.769696236
2019-03,JZ,B DIVISION,2,offpeak,3620,4020,0.900497512
2019-03,JZ,B DIVISION,2,peak,1928,2129,0.905589479
2019-03,L,B DIVISION,1,offpeak,16244,21085,0.770405502
2019-03,L,B DIVISION,1,peak,11184,15154,0.738022964
2019-03,L,B DIVISION,2,offpeak,3278,3927,0.834733894
2019-03,L,B DIVISION,2,peak,1610,1946,0.827338129
2019-03,M,B DIVISION,1,offpeak,11730,14778,0.793747462
2019-03,M,B DIVISION,1,peak,8058,11038,0.730023555
2019-03,M,B DIVISION,2,offpeak,2782,3429,0.811315252
2019-03,M,B DIVISION,2,peak,1451,1767,0.821165818
2019-03,N,B DIVISION,1,offpeak,12828,16852,0.761215286
2019-03,N,B DIVISION,1,peak,7981,11085,0.719981958
2019-03,N,B DIVISION,2,offpeak,5176,6430,0.804976672
2019-03,N,B DIVISION,2,peak,2519,3191,0.789407709
2019-03,Q,B DIVISION,1,offpeak,10456,13527,0.772972573
2019-03,Q,B DIVISION,1,peak,6171,8157,0.756528135
2019-03,Q,B DIVISION,2,offpeak,4494,5411,0.830530401
2019-03,Q,B DIVISION,2,peak,2316,2765,0.83761302
2019-03,R,B DIVISION,1,offpeak,15042,19927,0.754855222
2019-03,R,B DIVISION,1,peak,9929,13939,0.712317957
2019-03,R,B DIVISION,2,offpeak,6088,7721,0.788498899
2019-03,R,B DIVISION,2,peak,3311,4071,0.813313682
2019-03,S Fkln,B DIVISION,1,offpeak,1943,1975,0.983797468
2019-03,S Fkln,B DIVISION,1,peak,1133,1141,0.992988606
2019-03,S Fkln,B DIVISION,2,offpeak,1094,1103,0.991840435
2019-03,S Fkln,B DIVISION,2,peak,592,594,0.996632997
2019-03,S Rock,B DIVISION,1,offpeak,1740,1818,0.95709571
2019-03,S Rock,B DIVISION,1,peak,878,920,0.954347826
2019-03,S Rock,B DIVISION,2,offpeak,707,728,0.971153846
2019-03,S Rock,B DIVISION,2,peak,370,385,0.961038961
2019-03,W,B DIVISION,1,offpeak,3306,4301,0.768658452
2019-03,W,B DIVISION,1,peak,4364,5865,0.744075021
2019-03,Systemwide,Systemwide,1,Systemwide,521792,698640,0.746868201
2019-03,Systemwide,Systemwide,2,Systemwide,154459,186632,0.827612628
2019-04,1,A DIVISION,1,offpeak,22364,27463,0.81433201
2019-04,1,A DIVISION,1,peak,13426,17798,0.754354422
2019-04,1,A DIVISION,2,offpeak,5014,5730,0.87504363
2019-04,1,A DIVISION,2,peak,2450,2773,0.883519654
2019-04,2,A DIVISION,1,offpeak,22230,30381,0.731707317
2019-04,2,A DIVISION,1,peak,13778,19228,0.716559185
2019-04,2,A DIVISION,2,offpeak,6226,8422,0.739254334
2019-04,2,A DIVISION,2,peak,3165,4338,0.729598893
2019-04,3,A DIVISION,1,offpeak,18520,23997,0.771763137
2019-04,3,A DIVISION,1,peak,11898,15688,0.758414074
2019-04,3,A DIVISION,2,offpeak,5040,6161,0.818049018
2019-04,3,A DIVISION,2,peak,2591,3051,0.849229761
2019-04,4,A DIVISION,1,offpeak,24921,33087,0.753196119
2019-04,4,A DIVISION,1,peak,16432,23964,0.685695209
2019-04,4,A DIVISION,2,offpeak,6981,8706,0.801860786
2019-04,4,A DIVISION,2,peak,3679,4668,0.788131962
2019-04,5,A DIVISION,1,offpeak,18892,25815,0.731822584
2019-04,5,A DIVISION,1,peak,14026,20631,0.67985071
2019-04,5,A DIVISION,2,offpeak,3147,3735,0.842570281
2019-04,5,A DIVISION,2,peak,1659,1970,0.84213198
2019-04,6,A DIVISION,1,offpeak,23888,31202,0.765591949
2019-04,6,A DIVISION,1,peak,14968,20896,0.716309342
2019-04,6,A DIVISION,2,offpeak,5146,6299,0.816955072
2019-04,6,A DIVISION,2,peak,2765,3279,0.843244892
2019-04,7,A DIVISION,1,offpeak,16079,21115,0.761496566
2019-04,7,A DIVISION,1,peak,11852,16591,0.714363209
2019-04,7,A DIVISION,2,offpeak,3667,4354,0.842214056
2019-04,7,A DIVISION,2,peak,2141,2608,0.820935583
2019-04,S 42nd,A DIVISION,1,offpeak,6801,6882,0.988230166
2019-04,S 42nd,A DIVISION,1,peak,5995,6402,0.936426117
2019-04,S 42nd,A DIVISION,2,offpeak,1684,1704,0.988262911
2019-04,S 42nd,A DIVISION,2,peak,980,992,0.987903226
2019-04,A,B DIVISION,1,offpeak,15981,22014,0.725947125
2019-04,A,B DIVISION,1,peak,10883,15997,0.680315059
2019-04,A,B DIVISION,2,offpeak,4759,6357,0.748623565
2019-04,A,B DIVISION,2,peak,2455,3309,0.741915987
2019-04,B,B DIVISION,1,offpeak,7701,9767,0.788471383
2019-04,B,B DIVISION,1,peak,6302,8660,0.727713626
2019-04,C,B DIVISION,1,offpeak,9768,12316,0.793114648
2019-04,C,B DIVISION,1,peak,6185,8135,0.760295022
2019-04,C,B DIVISION,2,offpeak,3176,4061,0.782073381
2019-04,C,B DIVISION,2,peak,1819,2280,0.797807018
2019-04,D,B DIVISION,1,offpeak,11241,14993,0.749749883
2019-04,D,B DIVISION,1,peak,7180,9899,0.72532579
2019-04,D,B DIVISION,2,offpeak,3517,4515,0.778959025
2019-04,D,B DIVISION,2,peak,1797,2273,0.79058513
2019-04,E,B DIVISION,1,offpeak,13406,18589,0.721179192
2019-04,E,B DIVISION,1,peak,9375,13225,0.708884688
2019-04,E,B DIVISION,2,offpeak,2108,2507,0.840845632
2019-04,E,B DIVISION,2,peak,1019,1266,0.804897314
2019-04,F,B DIVISION,1,offpeak,21486,29552,0.72705739
